Product,Cancel_Qty,Cancel_Orders,Valid_Qty,Cancel_Rate
DOLLY GIRL WALL ART,0.0,0.0,318.0,0.0
DOLLY HONEYCOMB GARLAND,0.0,0.0,449.0,0.0
DROP DIAMANTE EARRINGS BLACK DIAMON,0.0,0.0,7.0,0.0
DUSTY PINK CHRISTMAS TREE 30CM,0.0,0.0,1.0,0.0
ENAMEL DINNER PLATE PANTRY,0.0,0.0,12.0,0.0
DUSTY PINK CHRISTMAS TREE 60CM,0.0,0.0,9.0,0.0
EGG FRYING PAN PINK ,0.0,0.0,200.0,0.0
EIGHT PIECE CREEPY CRAWLIE SET,0.0,0.0,6.0,0.0
EIGHT PIECE DINOSAUR SET,0.0,0.0,93.0,0.0
EIGHT PIECE SNAKE  SET,0.0,0.0,314.0,0.0
ELEPHANT CARNIVAL POUFFE,0.0,0.0,38.0,0.0
ELEPHANT CLIP W SUCTION CUP,0.0,0.0,16.0,0.0
ELVIS WALLHANGING / CURTAIN,0.0,0.0,48.0,0.0
EMBROIDERED RIBBON REEL CLAIRE,0.0,0.0,219.0,0.0
EMBROIDERED RIBBON REEL DAISY ,0.0,0.0,558.0,0.0
EMBROIDERED RIBBON REEL REBECCA ,0.0,0.0,312.0,0.0
EMBROIDERED RIBBON REEL ROSIE,0.0,0.0,485.0,0.0
EMBROIDERED RIBBON REEL RUBY ,0.0,0.0,166.0,0.0
EMBROIDERED RIBBON REEL SOPHIE  ,0.0,0.0,292.0,0.0
EMPIRE DESIGN ROSETTE,0.0,0.0,4236.0,0.0
ENAMEL BLUE RIM BISCUIT BIN,0.0,0.0,89.0,0.0
ENAMEL BLUE RIM TEA CONTAINER,0.0,0.0,8.0,0.0
ENAMEL BOWL PANTRY,0.0,0.0,24.0,0.0
EGG FRYING PAN MINT ,0.0,0.0,169.0,0.0
EGG FRYING PAN BLUE ,0.0,0.0,150.0,0.0
EGG CUP NATURAL CHICKEN,0.0,0.0,841.0,0.0
EASTER TIN BUCKET,0.0,0.0,405.0,0.0
EASTER BUNNY GARLAND OF FLOWERS,0.0,0.0,525.0,0.0
EASTER BUNNY WITH BASKET ON BACK,0.0,0.0,105.0,0.0
EASTER BUNNY WREATH,0.0,0.0,28.0,0.0
EASTER CRAFT IVY WREATH WITH CHICK,0.0,0.0,1.0,0.0
EASTER DECORATION EGG BUNNY ,0.0,0.0,828.0,0.0
EASTER DECORATION HANGING BUNNY,0.0,0.0,1861.0,0.0
EASTER DECORATION NATURAL CHICK,0.0,0.0,514.0,0.0
EASTER TIN CHICKS IN GARDEN,0.0,0.0,292.0,0.0
EGG CUP MILKMAID INGRID,0.0,0.0,587.0,0.0
EASTER TREE YELLOW BIRDS,0.0,0.0,109.0,0.0
EAU DE NIL LOVE BIRD CANDLE,0.0,0.0,336.0,0.0
EAU DE NILE JEWELLED T-LIGHT HOLDER,0.0,0.0,75.0,0.0
ECONOMY HOLIDAY PURSE,0.0,0.0,4.0,0.0
ECONOMY LUGGAGE TAG,0.0,0.0,95.0,0.0
EDWARDIAN HEART PHOTO FRAME,0.0,0.0,147.0,0.0
EDWARDIAN PHOTO FRAME,0.0,0.0,89.0,0.0
CARD MOTORBIKE SANTA,0.0,0.0,3438.0,0.0
CARD GINGHAM ROSE ,0.0,0.0,2678.0,0.0
CARD DOG AND BALL ,0.0,0.0,1170.0,0.0
APRON MODERN VINTAGE COTTON,0.0,0.0,443.0,0.0
ARMY CAMO BOOKCOVER TAPE,0.0,0.0,17.0,0.0
"ART LIGHTS,FUNK MONKEY",0.0,0.0,355.0,0.0
ASS COL CIRCLE MOBILE ,0.0,0.0,474.0,0.0
ASS COL LARGE SAND FROG P'WEIGHT,0.0,0.0,27.0,0.0
ASS COL SMALL SAND GECKO P'WEIGHT,0.0,0.0,29.0,0.0
ASS COLOUR GLOWING TIARAS,0.0,0.0,280.0,0.0
ASS DES PHONE SPONGE CRAFT STICKER,0.0,0.0,511.0,0.0
ASS FLORAL PRINT SPIRIT LEVEL ,0.0,0.0,96.0,0.0
ASSORTED CAKES FRIDGE MAGNETS,0.0,0.0,55.0,0.0
ASSORTED CHEESE FRIDGE MAGNETS,0.0,0.0,163.0,0.0
ASSORTED COLOUR LIZARD SUCTION HOOK,0.0,0.0,975.0,0.0
ASSORTED COLOUR METAL CAT ,0.0,0.0,115.0,0.0
ASSORTED COLOUR SILK GLASSES CASE,0.0,0.0,3.0,0.0
ASSORTED COLOUR SUCTION CUP HOOK,0.0,0.0,202.0,0.0
ASSORTED COLOURED CIRCLE MOBILE ,0.0,0.0,65.0,0.0
ASSORTED EASTER GIFT TAGS,0.0,0.0,1156.0,0.0
ASSORTED FARMYARD ANIMALS IN BUCKET,0.0,0.0,86.0,0.0
AQUA BERTIE GLASS BEAD BAG CHARM,0.0,0.0,19.0,0.0
APPLE BATH SPONGE,0.0,0.0,1102.0,0.0
CARD CIRCUS PARADE,0.0,0.0,3088.0,0.0
ANTIQUE RASPBERRY FLOWER EARRINGS,0.0,0.0,2.0,0.0
ANGEL DECORATION PAINTED ZINC ,0.0,0.0,635.0,0.0
ANGEL DECORATION WITH LACE PADDED,0.0,0.0,212.0,0.0
ANIMAL STICKERS,0.0,0.0,1773.0,0.0
ANIMALS AND NATURE WALL ART,0.0,0.0,267.0,0.0
ANT COPPER LIME BOUDICCA BRACELET,0.0,0.0,45.0,0.0
ANT COPPER PINK BOUDICCA BRACELET,0.0,0.0,31.0,0.0
ANT COPPER RED BOUDICCA BRACELET,0.0,0.0,9.0,0.0
ANT COPPER TURQ BOUDICCA BRACELET,0.0,0.0,45.0,0.0
ANT SILVER FUSCHIA BOUDICCA RING,0.0,0.0,14.0,0.0
ANT SILVER PURPLE BOUDICCA RING,0.0,0.0,10.0,0.0
ANT SILVER TURQUOISE BOUDICCA RING,0.0,0.0,6.0,0.0
ANTIQUE CREAM CUTLERY CUPBOARD,0.0,0.0,14.0,0.0
ANTIQUE CREAM CUTLERY SHELF ,0.0,0.0,28.0,0.0
ANTIQUE GLASS PLACE SETTING,0.0,0.0,122.0,0.0
ANTIQUE MID BLUE FLOWER EARRINGS,0.0,0.0,4.0,0.0
ANTIQUE OLIVE GREEN FLOWER EARRINGS,0.0,0.0,5.0,0.0
ANTIQUE OPAL WHITE FLOWER EARRINGS,0.0,0.0,2.0,0.0
"ASSORTED FLOWER COLOUR ""LEIS""",0.0,0.0,10297.0,0.0
ASSORTED INCENSE PACK,0.0,0.0,4032.0,0.0
ASSORTED LAQUERED INCENSE HOLDERS,0.0,0.0,2516.0,0.0
ASSORTED MINI MADRAS NOTEBOOK,0.0,0.0,948.0,0.0
BATHROOM METAL SIGN ,0.0,0.0,424.0,0.0
BATHROOM SCALES FOOTPRINTS IN SAND,0.0,0.0,51.0,0.0
BATHROOM SCALES RUBBER DUCKS,0.0,0.0,41.0,0.0
"BATHROOM SCALES, TROPICAL BEACH",0.0,0.0,16.0,0.0
BATHROOM SET LOVE HEART DESIGN,0.0,0.0,68.0,0.0
BEACH HUT MIRROR,0.0,0.0,49.0,0.0
BEADED CRYSTAL HEART BLUE  LARGE,0.0,0.0,479.0,0.0
BEADED CRYSTAL HEART BLUE ON STICK,0.0,0.0,73.0,0.0
BEADED CRYSTAL HEART BLUE SMALL,0.0,0.0,77.0,0.0
BEADED CRYSTAL HEART GREEN LARGE,0.0,0.0,816.0,0.0
BEADED CRYSTAL HEART GREEN ON STICK,0.0,0.0,142.0,0.0
BEADED CRYSTAL HEART GREEN SMALL,0.0,0.0,101.0,0.0
BEADED CRYSTAL HEART PINK LARGE,0.0,0.0,552.0,0.0
BEADED CRYSTAL HEART PINK ON STICK,0.0,0.0,115.0,0.0
BEADED CRYSTAL HEART PINK SMALL,0.0,0.0,166.0,0.0
BEADED LOVE HEART JEWELLERY SET,0.0,0.0,10.0,0.0
BEADED PEARL HEART WHITE LARGE,0.0,0.0,77.0,0.0
BATHROOM HOOK,0.0,0.0,140.0,0.0
BAROQUE BUTTERFLY EARRINGS CRYSTAL,0.0,0.0,1.0,0.0
BAROQUE BUTTERFLY EARRINGS BLACK,0.0,0.0,2.0,0.0
BABY BOOM RIBBONS ,0.0,0.0,374.0,0.0
ASSORTED SANSKRIT MINI NOTEBOOK,0.0,0.0,109.0,0.0
ASSORTED SHAPES PHOTO CLIP SILVER ,0.0,0.0,359.0,0.0
ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,0.0,0.0,541.0,0.0
ASSORTED TUTTI FRUTTI KEYRING BALL,0.0,0.0,1102.0,0.0
ASSORTED TUTTI FRUTTI NOTEBOOK,0.0,0.0,235.0,0.0
ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.0,0.0,455.0,0.0
ASSTD RASTA KEY-CHAINS,0.0,0.0,9.0,0.0
BABY MOUSE RED GINGHAM DRESS,0.0,0.0,73.0,0.0
BANK ACCOUNT  GREETING  CARD ,0.0,0.0,265.0,0.0
BAG OF SILVER STONES,0.0,0.0,46.0,0.0
BAKING MOULD CHOCOLATE CUP CAKES,0.0,0.0,12.0,0.0
BAKING MOULD CUPCAKE CHOCOLATE,0.0,0.0,12.0,0.0
BAKING MOULD HEART WHITE CHOCOLATE,0.0,0.0,794.0,0.0
BAKING MOULD TOFFEE CUP  CHOCOLATE,0.0,0.0,6.0,0.0
BALLOON ART MAKE YOUR OWN FLOWERS,0.0,0.0,900.0,0.0
BALLOONS  WRITING SET ,0.0,0.0,760.0,0.0
AMETHYST HOOP EARRING FLORAL LEAF,0.0,0.0,5.0,0.0
AMETHYST CHUNKY BEAD BRACELET W STR,0.0,0.0,21.0,0.0
AMBER GLASS/SILVER BRACELET,0.0,0.0,10.0,0.0
4 WILDFLOWER BOTANICAL CANDLES,0.0,0.0,303.0,0.0
3 WHITE CHOC MORRIS BOXED CANDLES,0.0,0.0,884.0,0.0
36 FOIL STAR CAKE CASES ,0.0,0.0,1149.0,0.0
3D DOG PICTURE PLAYING CARDS,0.0,0.0,293.0,0.0
3D HEARTS  HONEYCOMB PAPER GARLAND,0.0,0.0,294.0,0.0
3D SHEET OF DOG STICKERS,0.0,0.0,272.0,0.0
3D TRADITIONAL CHRISTMAS STICKERS,0.0,0.0,1471.0,0.0
3D VINTAGE CHRISTMAS STICKERS ,0.0,0.0,1522.0,0.0
4 BLUE DINNER CANDLES SILVER FLOCK,0.0,0.0,86.0,0.0
4 BURGUNDY WINE DINNER CANDLES,0.0,0.0,55.0,0.0
4 IVORY DINNER CANDLES SILVER FLOCK,0.0,0.0,453.0,0.0
4 LAVENDER BOTANICAL DINNER CANDLES,0.0,0.0,840.0,0.0
4 LILY  BOTANICAL DINNER CANDLES,0.0,0.0,473.0,0.0
4 PEAR BOTANICAL DINNER CANDLES,0.0,0.0,755.0,0.0
4 PINK DINNER CANDLE SILVER FLOCK,0.0,0.0,126.0,0.0
4 PINK FLOCK CHRISTMAS BALLS,0.0,0.0,37.0,0.0
4 ROSE PINK DINNER CANDLES,0.0,0.0,138.0,0.0
4 SKY BLUE DINNER CANDLES,0.0,0.0,58.0,0.0
3 TRADITIONAL COOKIE CUTTERS  SET,0.0,0.0,162.0,0.0
3 RAFFIA RIBBONS VINTAGE CHRISTMAS,0.0,0.0,679.0,0.0
3 PINK HEN+CHICKS IN BASKET,0.0,0.0,12.0,0.0
12 MESSAGE CARDS WITH ENVELOPES,0.0,0.0,1628.0,0.0
 I LOVE LONDON MINI BACKPACK,0.0,0.0,360.0,0.0
 I LOVE LONDON MINI RUCKSACK,0.0,0.0,1.0,0.0
 NINE DRAWER OFFICE TIDY,0.0,0.0,55.0,0.0
 RED SPOT GIFT BAG LARGE,0.0,0.0,1700.0,0.0
 TOADSTOOL BEDSIDE LIGHT ,0.0,0.0,2.0,0.0
12 DAISY PEGS IN WOOD BOX,0.0,0.0,327.0,0.0
12 HANGING EGGS HAND PAINTED,0.0,0.0,42.0,0.0
12 RED ROSE PEG PLACE SETTINGS,0.0,0.0,400.0,0.0
3 BLACK CATS W HEARTS BLANK CARD,0.0,0.0,24.0,0.0
15 PINK FLUFFY CHICKS IN BOX,0.0,0.0,10.0,0.0
16 PC CUTLERY SET PANTRY DESIGN,0.0,0.0,4.0,0.0
18PC WOODEN CUTLERY SET DISPOSABLE,0.0,0.0,503.0,0.0
2 PICTURE BOOK EGGS EASTER BUNNY,0.0,0.0,158.0,0.0
2 PICTURE BOOK EGGS EASTER DUCKS,0.0,0.0,115.0,0.0
200 RED + WHITE BENDY STRAWS,0.0,0.0,761.0,0.0
3 BIRDS CANVAS SCREEN,0.0,0.0,2.0,0.0
4 VANILLA BOTANICAL CANDLES,0.0,0.0,900.0,0.0
5 STRAND GLASS NECKLACE AMBER,0.0,0.0,2.0,0.0
AMBER GLASS/SHELL/PEARL NECKLACE,0.0,0.0,1.0,0.0
5 STRAND GLASS NECKLACE AMETHYST,0.0,0.0,2.0,0.0
"ACRYLIC JEWEL ANGEL,PINK",0.0,0.0,78.0,0.0
"ACRYLIC JEWEL ICICLE, BLUE",0.0,0.0,31.0,0.0
"ACRYLIC JEWEL ICICLE, PINK",0.0,0.0,264.0,0.0
"ACRYLIC JEWEL SNOWFLAKE, PINK",0.0,0.0,162.0,0.0
"ACRYLIC JEWEL SNOWFLAKE,PINK",0.0,0.0,6.0,0.0
ADULT APRON APPLE DELIGHT,0.0,0.0,180.0,0.0
AIRLINE BAG VINTAGE JET SET BROWN,0.0,0.0,253.0,0.0
AIRLINE BAG VINTAGE JET SET WHITE,0.0,0.0,193.0,0.0
"AIRLINE LOUNGE,METAL SIGN",0.0,0.0,497.0,0.0
ALPHABET HEARTS STICKER SHEET,0.0,0.0,371.0,0.0
ALUMINIUM HEART,0.0,0.0,30.0,0.0
ALUMINIUM STAMPED HEART,0.0,0.0,775.0,0.0
AMBER BERTIE GLASS BEAD BAG CHARM,0.0,0.0,1.0,0.0
AMBER CHUNKY BEAD BRACELET W STRAP,0.0,0.0,8.0,0.0
AMBER CHUNKY GLASS+BEAD NECKLACE,0.0,0.0,6.0,0.0
AMBER FINE BEAD NECKLACE W TASSEL,0.0,0.0,3.0,0.0
AMBER GLASS TASSLE BAG CHARM,0.0,0.0,8.0,0.0
"ACRYLIC HANGING JEWEL,PINK",0.0,0.0,95.0,0.0
"ACRYLIC HANGING JEWEL,BLUE",0.0,0.0,268.0,0.0
ACRYLIC GEOMETRIC LAMP,0.0,0.0,12.0,0.0
72 CAKE CASES VINTAGE CHRISTMAS,0.0,0.0,24.0,0.0
5 STRAND GLASS NECKLACE BLACK,0.0,0.0,8.0,0.0
50CM METAL STRING WITH  7 CLIPS,0.0,0.0,222.0,0.0
6 CHOCOLATE LOVE HEART T-LIGHTS,0.0,0.0,1018.0,0.0
6 RIBBONS EMPIRE  ,0.0,0.0,1035.0,0.0
60 GOLD AND SILVER FAIRY CAKE CASES,0.0,0.0,2.0,0.0
6PC WOOD PLATE SET DISPOSABLE,0.0,0.0,405.0,0.0
70'S ALPHABET WALL ART,0.0,0.0,150.0,0.0
75 BLACK PETIT FOUR CASES,0.0,0.0,57.0,0.0
ABSTRACT CIRCLES SKETCHBOOK ,0.0,0.0,128.0,0.0
75 GREEN FAIRY CAKE CASES,0.0,0.0,28.0,0.0
75 GREEN PETIT FOUR CASES,0.0,0.0,305.0,0.0
A PRETTY THANK YOU CARD,0.0,0.0,438.0,0.0
A4 WALL TIDY BLUE OFFICE,0.0,0.0,114.0,0.0
A4 WALL TIDY RED FLOWERS,0.0,0.0,13.0,0.0
ABSTRACT CIRCLE JOURNAL ,0.0,0.0,108.0,0.0
ABSTRACT CIRCLES POCKET BOOK,0.0,0.0,161.0,0.0
BELL HEART ANTIQUE GOLD,0.0,0.0,12.0,0.0
BELL HEART DECORATION,0.0,0.0,252.0,0.0
BICYCLE PUNCTURE REPAIR KIT ,0.0,0.0,1731.0,0.0
BOTANICAL ROSE GIFT WRAP,0.0,0.0,725.0,0.0
BLUE STONES ON WIRE FOR CANDLE,0.0,0.0,404.0,0.0
BLUE STRIPES SHOULDER BAG,0.0,0.0,9.0,0.0
BLUE SWEETHEART BRACELET,0.0,0.0,20.0,0.0
BLUE TABLE RUN FLOWER,0.0,0.0,45.0,0.0
BLUE TEA TOWEL CLASSIC DESIGN,0.0,0.0,448.0,0.0
BLUE TEATIME PRINT BOWL ,0.0,0.0,10.0,0.0
BLUE TRAVEL FIRST AID KIT,0.0,0.0,34.0,0.0
BLUE TV TRAY TABLE ,0.0,0.0,76.0,0.0
BLUE VICTORIAN FABRIC OVAL BOX,0.0,0.0,811.0,0.0
BLUE WHITE PLASTIC RINGS LAMPSHADE,0.0,0.0,14.0,0.0
BLUE/GREEN SHELL NECKLACE W PENDANT,0.0,0.0,1.0,0.0
BLUE/NAT SHELL NECKLACE W PENDANT,0.0,0.0,1.0,0.0
BLUE/YELLOW CERAMIC CANDLE HOLDER,0.0,0.0,4.0,0.0
BLUE/YELLOW FLOWER DESIGN BIG MUG,0.0,0.0,31.0,0.0
BOOM BOX SPEAKER BOYS,0.0,0.0,176.0,0.0
BOOM BOX SPEAKER GIRLS,0.0,0.0,487.0,0.0
BOTANICAL LAVENDER GIFT WRAP ,0.0,0.0,475.0,0.0
BLUE SQUARE COMPACT MIRROR,0.0,0.0,51.0,0.0
BLUE SHARK HELICOPTER,0.0,0.0,2.0,0.0
BLUE SCANDINAVIAN PAISLEY WRAP,0.0,0.0,1000.0,0.0
BLUE POLKADOT KIDS BAG,0.0,0.0,228.0,0.0
BLUE PAINTED KASHMIRI CHAIR,0.0,0.0,3.0,0.0
BLUE PAISLEY JOURNAL ,0.0,0.0,217.0,0.0
BLUE PAISLEY NOTEBOOK,0.0,0.0,56.0,0.0
BLUE PAISLEY POCKET BOOK,0.0,0.0,292.0,0.0
BLUE PAISLEY SKETCHBOOK,0.0,0.0,110.0,0.0
BLUE PAISLEY TISSUE BOX,0.0,0.0,668.0,0.0
BLUE POLKADOT EGG CUP ,0.0,0.0,1016.0,0.0
BLUE POLKADOT LUGGAGE TAG ,0.0,0.0,150.0,0.0
BLUE SAVANNAH PICNIC HAMPER FOR 2,0.0,0.0,69.0,0.0
BLUE POLKADOT PASSPORT COVER,0.0,0.0,231.0,0.0
BLUE POLKADOT PUDDING BOWL,0.0,0.0,29.0,0.0
BLUE POLKADOT PURSE ,0.0,0.0,9.0,0.0
BLUE PUDDING SPOON,0.0,0.0,1010.0,0.0
BLUE REFECTORY CLOCK ,0.0,0.0,162.0,0.0
BLUE RETRO KITCHEN WALL CLOCK,0.0,0.0,35.0,0.0
BLUE ROUND COMPACT MIRROR,0.0,0.0,88.0,0.0
BOTANICAL LILY GREETING CARD,0.0,0.0,361.0,0.0
BOTANICAL ROSE GREETING CARD,0.0,0.0,336.0,0.0
BLUE NEW BAROQUE FLOCK CANDLESTICK,0.0,0.0,1.0,0.0
BOX/12 CHICK & EGG IN BASKET,0.0,0.0,122.0,0.0
CAKES AND RABBITS DESIGN FLANNEL ,0.0,0.0,57.0,0.0
"CAKESTAND, 3 TIER, LOVEHEART",0.0,0.0,2.0,0.0
CALENDAR FAMILY FAVOURITES,0.0,0.0,153.0,0.0
CALENDAR IN SEASON DESIGN,0.0,0.0,478.0,0.0
CAMOUFLAGE EAR MUFF HEADPHONES,0.0,0.0,40.0,0.0
CAMPHOR WOOD PORTOBELLO MUSHROOM,0.0,0.0,147.0,0.0
CANDLE HOLDER SILVER MADELINE,0.0,0.0,193.0,0.0
CANDLE PLATE LACE WHITE,0.0,0.0,114.0,0.0
CANDY SHOP  STICKER SHEET,0.0,0.0,175.0,0.0
CANDY SPOT BUNNY,0.0,0.0,14.0,0.0
CANDY SPOT EGG WARMER HARE,0.0,0.0,451.0,0.0
CANDY SPOT EGG WARMER RABBIT,0.0,0.0,502.0,0.0
CANDY SPOT HEART DECORATION,0.0,0.0,45.0,0.0
CANDY SPOT TEA COSY,0.0,0.0,27.0,0.0
CANNABIS LEAF BEAD CURTAIN,0.0,0.0,36.0,0.0
CANNISTER VINTAGE LEAF DESIGN,0.0,0.0,12.0,0.0
CAPIZ CHANDELIER,0.0,0.0,1.0,0.0
CAKES AND BOWS GIFT  TAPE,0.0,0.0,1017.0,0.0
CAKE STAND LACE WHITE,0.0,0.0,1.0,0.0
CAKE SHOP  STICKER SHEET,0.0,0.0,57.0,0.0
BUNDLE OF 3 RETRO EXERCISE BOOKS,0.0,0.0,60.0,0.0
"BREAD BIN, DINER STYLE, IVORY",0.0,0.0,4.0,0.0
"BREAD BIN, DINER STYLE, MINT",0.0,0.0,4.0,0.0
BRIGHT BLUES RIBBONS ,0.0,0.0,539.0,0.0
BROWN  PIRATE TREASURE CHEST ,0.0,0.0,220.0,0.0
BROWN KUKUI COCONUT SEED NECKLACE,0.0,0.0,74.0,0.0
BUBBLEGUM RING ASSORTED,0.0,0.0,11891.0,0.0
BUFFALO BILL WALL ART ,0.0,0.0,246.0,0.0
BUNNY DECORATION MAGIC GARDEN,0.0,0.0,485.0,0.0
CAKE PLATE LOVEBIRD WHITE,0.0,0.0,824.0,0.0
BUNNY EGG BOX,0.0,0.0,183.0,0.0
"BUNTING , SPOTTY ",0.0,0.0,146.0,0.0
BUTTERFLY CROCHET FOOD COVER,0.0,0.0,123.0,0.0
BUTTERFLY CUSHION COVER,0.0,0.0,8.0,0.0
BUTTONS AND STRIPES NOTEBOOK ,0.0,0.0,13.0,0.0
Bank Charges,0.0,0.0,12.0,0.0
CAKE PLATE LOVEBIRD PINK,0.0,0.0,315.0,0.0
BLUE ORGANDY ROUND LAMPSHADE W BEA,0.0,0.0,12.0,0.0
BLUE NETTING STORAGE HANGER,0.0,0.0,8.0,0.0
BICYCLE SAFTEY WALL ART,0.0,0.0,458.0,0.0
BLACK VINT ART DEC CRYSTAL NECKLACE,0.0,0.0,8.0,0.0
BLACK EAR MUFF HEADPHONES,0.0,0.0,37.0,0.0
BLACK ENCHANTED FOREST PLACEMAT,0.0,0.0,585.0,0.0
BLACK FEATHER CHRISTMAS DECORATION,0.0,0.0,96.0,0.0
BLACK FINE BEAD NECKLACE W TASSEL,0.0,0.0,1.0,0.0
BLACK FLOWER CANDLE PLATE,0.0,0.0,7.0,0.0
BLACK GEMSTONE BRACELET,0.0,0.0,3.0,0.0
BLACK GEMSTONE NECKLACE 45CM,0.0,0.0,4.0,0.0
BLACK GLASS BRACELET W HEART CHARMS,0.0,0.0,3.0,0.0
BLACK GRAND BAROQUE PHOTO FRAME,0.0,0.0,48.0,0.0
BLACK LOVE BIRD CANDLE,0.0,0.0,201.0,0.0
BLACK MINI TAPE MEASURE ,0.0,0.0,158.0,0.0
BLACK ORANGE SQUEEZER,0.0,0.0,138.0,0.0
BLACK SIL'T SQU CANDLE PLATE ,0.0,0.0,16.0,0.0
BLACK SILOUETTE CANDLE PLATE,0.0,0.0,137.0,0.0
BLACK SQUARE TABLE CLOCK,0.0,0.0,95.0,0.0
BLACK STITCHED WALL CLOCK,0.0,0.0,697.0,0.0
BLACK TEA TOWEL CLASSIC DESIGN,0.0,0.0,694.0,0.0
BLACK DROP EARRINGS W LONG BEADS,0.0,0.0,1.0,0.0
BLACK DROP CRYSTAL NECKLACE,0.0,0.0,12.0,0.0
BLACK DIAMOND CLUSTER NECKLACE,0.0,0.0,2.0,0.0
BIRTHDAY PARTY CORDON BARRIER TAPE,0.0,0.0,436.0,0.0
BIG POLKADOT MUG,0.0,0.0,6.0,0.0
BILI NUT AND WOOD NECKLACE,0.0,0.0,48.0,0.0
BIRD BOX CHRISTMAS TREE DECORATION,0.0,0.0,22.0,0.0
BIRD ON BRANCH CANVAS SCREEN,0.0,0.0,11.0,0.0
BIRDHOUSE GARDEN MARKER ,0.0,0.0,1417.0,0.0
BIRTHDAY BANNER TAPE,0.0,0.0,24.0,0.0
"BIRTHDAY CARD, RETRO SPOT",0.0,0.0,1848.0,0.0
BISCUIT TIN VINTAGE LEAF,0.0,0.0,24.0,0.0
BLACK CRYSTAL DROP EARRINGS,0.0,0.0,7.0,0.0
BISCUITS SMALL BOWL LIGHT BLUE,0.0,0.0,1039.0,0.0
BLACK AND WHITE CAT BOWL,0.0,0.0,1357.0,0.0
BLACK BAROQUE CARRIAGE CLOCK,0.0,0.0,17.0,0.0
BLACK CHRISTMAS FLOCK DROPLET ,0.0,0.0,24.0,0.0
BLACK CHRISTMAS TREE 120CM,0.0,0.0,209.0,0.0
BLACK CHRISTMAS TREE 60CM,0.0,0.0,554.0,0.0
BLACK CHUNKY BEAD BRACELET W STRAP,0.0,0.0,11.0,0.0
BLACK VINT ART DEC CRYSTAL BRACELET,0.0,0.0,1.0,0.0
BLACK+WHITE NECKLACE W TASSEL,0.0,0.0,13.0,0.0
BLUE MURANO TWIST NECKLACE,0.0,0.0,4.0,0.0
BLACK/WHITE GLASS/SILVER BRACELET,0.0,0.0,7.0,0.0
BLUE EGG  SPOON,0.0,0.0,1718.0,0.0
BLUE FELT EASTER EGG BASKET,0.0,0.0,350.0,0.0
BLUE FELT HANGING HEART WITH FLOWER,0.0,0.0,6.0,0.0
BLUE FLOCK CUSHION COVER ,0.0,0.0,6.0,0.0
BLUE FLOWER DES PURSE,0.0,0.0,44.0,0.0
BLUE FLY SWAT,0.0,0.0,135.0,0.0
BLUE GEISHA GIRL ,0.0,0.0,20.0,0.0
BLUE GINGHAM ROSE CUSHION COVER,0.0,0.0,2.0,0.0
BLUE GLASS CHUNKY CHARM BRACELET,0.0,0.0,9.0,0.0
BLUE GREEN EMBROIDERY COSMETIC BAG,0.0,0.0,3.0,0.0
BLUE HANGING GINGHAM EASTER HEN,0.0,0.0,32.0,0.0
BLUE HEART COMPACT MIRROR,0.0,0.0,125.0,0.0
BLUE HOLE PUNCH,0.0,0.0,13.0,0.0
BLUE KNITTED EGG COSY,0.0,0.0,150.0,0.0
BLUE KNITTED HEN ,0.0,0.0,91.0,0.0
BLUE LEAVES AND BEADS PHONE CHARM,0.0,0.0,1.0,0.0
BLUE MURANO TWIST BRACELET,0.0,0.0,20.0,0.0
BLUE DISCO HANDBAG,0.0,0.0,31.0,0.0
BLUE DELPHINIUM ARTIFICIAL FLOWER,0.0,0.0,99.0,0.0
BLUE DAISY MOBILE,0.0,0.0,172.0,0.0
BLUE 3 PIECE POLKADOT CUTLERY SET,0.0,0.0,1170.0,0.0
BLACKCHRISTMAS TREE 30CM,0.0,0.0,1.0,0.0
BLING KEY RING STAND,0.0,0.0,6.0,0.0
BLOND DOLL DOORSTOP,0.0,0.0,115.0,0.0
BLOSSOM  IMAGES NOTEBOOK SET,0.0,0.0,498.0,0.0
BLOSSOM IMAGES GIFT WRAP SET,0.0,0.0,751.0,0.0
BLOSSOM IMAGES SCRAP BOOK SET,0.0,0.0,1.0,0.0
BLUE & WHITE BREAKFAST TRAY,0.0,0.0,73.0,0.0
BLUE BIRDHOUSE DECORATION,0.0,0.0,376.0,0.0
BLUE CUSHION COVER WITH FLOWER,0.0,0.0,29.0,0.0
BLUE BREAKFAST CUP AND SAUCER ,0.0,0.0,4.0,0.0
BLUE BUNNY EASTER EGG BASKET,0.0,0.0,157.0,0.0
BLUE CALCULATOR RULER,0.0,0.0,462.0,0.0
BLUE CAT BISCUIT BARREL PINK HEART,0.0,0.0,57.0,0.0
BLUE CIRCLES DESIGN TEDDY,0.0,0.0,52.0,0.0
BLUE CLIMBING HYDRANGA ART FLOWER,0.0,0.0,38.0,0.0
BLUE CRUSOE CHECK LAMPSHADE,0.0,0.0,9.0,0.0
FOLK ART METAL STAR T-LIGHT HOLDER,0.0,0.0,381.0,0.0
FOLK FELT HANGING MULTICOL GARLAND,0.0,0.0,28.0,0.0
FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.0,0.0,27.0,0.0
NUMBER TILE VINTAGE FONT 5,0.0,0.0,75.0,0.0
